"52"	"5245.000000"
"26"	"5250.000000"
"62"	"5253.000000"
"33"	"5254.000000"
"24"	"5259.000000"
"93"	"5265.000000"
"64"	"5288.000000"
"90"	"5290.000000"
"55"	"5298.000000"
"9"	"5322.000000"
"34"	"5330.000000"
"72"	"5337.000000"
"70"	"5368.000000"
"43"	"5368.000000"
"56"	"4701.000000"
"21"	"4707.000000"
"80"	"4727.000000"
"37"	"4735.000000"
"14"	"4735.000000"
"7"	"4755.000000"
"44"	"4756.000000"
"31"	"4765.000000"
"82"	"4812.000000"
"4"	"4815.000000"
"10"	"4819.000000"
"88"	"4830.000000"
"20"	"4836.000000"
"89"	"4851.000000"
"95"	"4876.000000"
"38"	"4898.000000"
"76"	"4904.000000"
"86"	"4908.000000"
"27"	"4915.000000"
"18"	"4921.000000"
"53"	"4945.000000"
"1"	"4958.000000"
"51"	"4975.000000"
"16"	"4979.000000"
"30"	"4990.000000"
"28"	"5000.000000"
"22"	"5019.000000"
"29"	"5032.000000"
"17"	"5032.000000"
"60"	"5040.000000"
"25"	"5057.000000"
"19"	"5059.000000"
"81"	"5112.000000"
"69"	"5123.000000"
"65"	"5140.000000"
"11"	"5152.000000"
"35"	"5155.000000"
"40"	"5186.000000"
"87"	"5206.000000"
"94"	"4475.000000"
"67"	"4505.000000"
"50"	"4517.000000"
"78"	"4524.000000"
"5"	"4561.000000"
"57"	"4628.000000"
"83"	"4635.000000"
"91"	"4642.000000"
"74"	"4647.000000"
"84"	"4652.000000"
"3"	"4659.000000"
"12"	"4664.000000"
"66"	"4681.000000"
"92"	"5379.000000"
"6"	"5397.000000"
"15"	"5413.000000"
"63"	"5415.000000"
"58"	"5437.000000"
"32"	"5496.000000"
"61"	"5497.000000"
"85"	"5503.000000"
"8"	"5517.000000"
"0"	"5524.000000"
"41"	"5637.000000"
"59"	"5642.000000"
"42"	"5696.000000"
"46"	"5963.000000"
"97"	"5977.000000"
"2"	"5994.000000"
"71"	"5995.000000"
"54"	"6065.000000"
"39"	"6193.000000"
"73"	"6206.000000"
"68"	"6375.000000"
"45"	"3309.000000"
"79"	"3790.000000"
"96"	"3924.000000"
"23"	"4042.000000"
"99"	"4172.000000"
"75"	"4178.000000"
"36"	"4278.000000"
"98"	"4297.000000"
"47"	"4316.000000"
"77"	"4327.000000"
"13"	"4367.000000"
"48"	"4384.000000"
"49"	"4394.000000"
